Dates,Symbol,Strike,Expiry,Type,Last,Bid,Ask,,Vol,Open_Int,IV
20170130,SPXW170324P02120000,2120.0,2017-03-24,put,9.44,7.3,9.3,55.0,57.0,0.17068547828674321
20170130,SPX170317C02125000,2125.0,2017-03-17,call,157.43,155.2,158.8,7.0,12671.0,0.14945308563232423
20170130,SPXW170324P02125000,2125.0,2017-03-24,put,9.1,7.7,9.7,44.0,24.0,0.16898414031982423
20170130,SPX170616C02125000,2125.0,2017-06-16,call,188.0,186.2,189.0,1.0,13806.0,0.17231815238952639
20170130,SPX170616P02125000,2125.0,2017-06-16,put,0.0,248.0,252.5,0.0,0.0,0.6029817229080203
20170130,SPX171215C02125000,2125.0,2017-12-15,call,227.0,225.6,228.9,20.0,7911.0,0.16910620941162113
20170130,SPX171215P02125000,2125.0,2017-12-15,put,84.5,79.6,83.9,424.0,5002.0,0.18125971336364746
20170130,SPX181221C02125000,2125.0,2018-12-21,call,229.5,226.1,232.6,1.0,1026.0,0.11814617824554442
20170130,SPX181221P02125000,2125.0,2018-12-21,put,184.2,187.8,189.2,175.0,1023.0,0.21553824020385742
20170130,SPXW170324P02130000,2130.0,2017-03-24,put,10.7,7.7,10.4,31.0,5.0,0.1687857780456543
20170130,SPXW170324P02135000,2135.0,2017-03-24,put,9.85,8.1,10.8,23.0,14.0,0.16683267257690432
20170130,SPXW170324P02140000,2140.0,2017-03-24,put,10.1,8.9,10.9,15.0,25.0,0.16326978096008302
20170130,SPXW170324P02145000,2145.0,2017-03-24,put,10.7,9.3,11.3,15.0,15.0,0.1611717184448242
20170130,SPX170317C02150000,2150.0,2017-03-17,call,127.17,132.0,135.6,35.0,22236.0,0.14258669921875
20170130,SPXW170324P02150000,2150.0,2017-03-24,put,12.05,9.8,11.8,14.0,583.0,0.15944749252319335
20170130,SPX170616C02150000,2150.0,2017-06-16,call,154.23,154.3,158.5,11.0,23651.0,0.14392564456939694
20170130,SPX170616P02150000,2150.0,2017-06-16,put,39.2,35.8,38.4,1488.0,35875.0,0.16386105312347415
20170130,SPX171215C02150000,2150.0,2017-12-15,call,191.2,207.2,210.4,2.0,13427.0,0.16545939529418946
20170130,SPX171215P02150000,2150.0,2017-12-15,put,88.5,86.1,90.4,354.0,16829.0,0.17724287731170651
20170130,SPX181221C02150000,2150.0,2018-12-21,call,260.0,274.8,282.8,3.0,5309.0,0.17508187292098998
20170130,SPX181221P02150000,2150.0,2018-12-21,put,167.45,160.4,167.4,3.0,6535.0,0.18693020414352415
20170130,SPXW170324P02155000,2155.0,2017-03-24,put,13.18,9.9,12.6,6.0,7.0,0.1590049920654297
20170130,SPXW170324C02160000,2160.0,2017-03-24,call,123.5,125.1,128.8,4.0,3.0,0.14195346580505372
20170130,SPXW170324P02160000,2160.0,2017-03-24,put,13.65,10.5,13.1,18.0,23.0,0.1570137400054932
20170130,SPXW170324C02165000,2165.0,2017-03-24,call,139.15,120.6,124.4,0.0,1.0,0.14074803352355958
20170130,SPXW170324P02165000,2165.0,2017-03-24,put,13.15,11.0,13.6,9.0,82.0,0.1549080481719971
20170130,SPXW170324P02170000,2170.0,2017-03-24,put,13.76,11.6,14.2,21.0,76.0,0.15312278770446783
20170130,SPXW170324C02175000,2175.0,2017-03-24,call,130.15,111.8,115.5,0.0,1.0,0.13740639213562014
20170130,SPXW170324P02175000,2175.0,2017-03-24,put,15.55,12.2,14.7,145.0,90.0,0.15078821632385256
20170130,SPX170616C02175000,2175.0,2017-06-16,call,130.0,134.5,138.5,23.0,16914.0,0.13910391544342043
20170130,SPX170616P02175000,2175.0,2017-06-16,put,46.25,40.8,43.4,523.0,19487.0,0.15777667182922364
20170130,SPX171215C02175000,2175.0,2017-12-15,call,191.0,189.2,192.3,22.0,9375.0,0.16164282884597778
20170130,SPX171215P02175000,2175.0,2017-12-15,put,99.1,93.2,97.6,12.0,13143.0,0.17348543807983396
20170130,SPX181221C02175000,2175.0,2018-12-21,call,250.53,247.1,258.4,1.0,2659.0,0.16588663711547857
20170130,SPX181221P02175000,2175.0,2018-12-21,put,179.0,168.8,175.9,200.0,2599.0,0.1842113058567047
20170130,SPXW170324P02180000,2180.0,2017-03-24,put,16.17,12.8,15.3,9.0,72.0,0.1487511883544922
20170130,SPXW170324P02185000,2185.0,2017-03-24,put,16.5,13.5,16.0,73.0,15996.0,0.1469888158416748
20170130,SPXW170324P02190000,2190.0,2017-03-24,put,17.9,14.2,16.7,20.0,12.0,0.14508148628234865
20170130,SPXW170324P02195000,2195.0,2017-03-24,put,19.1,15.0,17.4,10.0,54.0,0.14303682899475098
20170130,SPX170317C02200000,2200.0,2017-03-17,call,88.27,87.8,91.0,54.0,27368.0,0.12653461364746094
20170130,SPXW170324P02200000,2200.0,2017-03-24,put,16.6,15.8,18.1,401.0,161.0,0.14084721466064454
20170130,SPX170616C02200000,2200.0,2017-06-16,call,112.5,115.5,119.2,50.0,50898.0,0.13397701358795167
20170130,SPX170616P02200000,2200.0,2017-06-16,put,50.0,46.6,49.2,407.0,20820.0,0.15181817428588867
20170130,SPX171215C02200000,2200.0,2017-12-15,call,173.0,172.0,175.1,100.0,15111.0,0.15823443092346193
20170130,SPX171215P02200000,2200.0,2017-12-15,put,105.3,100.8,105.3,795.0,17341.0,0.16967840827941896
20170130,SPX181221C02200000,2200.0,2018-12-21,call,235.53,232.1,243.2,1.0,4361.0,0.16419197480201725
20170130,SPX181221P02200000,2200.0,2018-12-21,put,197.0,177.5,184.8,350.0,11451.0,0.18152292484283444
20170130,SPXW170324P02205000,2205.0,2017-03-24,put,19.23,16.6,18.9,38.0,39.0,0.13887122123718262
20170130,SPXW170210P02210000,2210.0,2017-02-10,put,2.65,2.05,3.3,856.0,3361.0,0.15561757476806642
20170130,SPXW170324C02210000,2210.0,2017-03-24,call,82.8,82.3,85.5,6.0,9.0,0.1256190954589844
20170130,SPXW170324P02210000,2210.0,2017-03-24,put,22.37,17.5,19.8,13.0,55.0,0.13710121940612796
20170130,SPXW170324C02215000,2215.0,2017-03-24,call,91.43,78.3,81.4,1.0,1.0,0.12394827476501466
20170130,SPXW170324P02215000,2215.0,2017-03-24,put,22.65,18.5,20.7,21.0,4.0,0.13516337257385255
20170130,SPXW170324P02220000,2220.0,2017-03-24,put,17.05,19.5,21.6,3.0,7.0,0.13305005142211912
20170130,SPX170317C02225000,2225.0,2017-03-17,call,68.8,67.3,70.1,144.0,20384.0,0.11758542335510255
20170130,SPX170616C02225000,2225.0,2017-06-16,call,98.45,97.4,100.9,2.0,8917.0,0.12891114627838135
20170130,SPX170616P02225000,2225.0,2017-06-16,put,0.0,310.7,315.5,0.0,0.0,0.6226615493011474
20170130,SPX171215C02225000,2225.0,2017-12-15,call,149.6,144.7,147.8,350.0,5105.0,0.14180660142898557
20170130,SPX171215P02225000,2225.0,2017-12-15,put,116.5,109.1,113.6,13.0,6429.0,0.16589617376327517
20170130,SPX181221C02225000,2225.0,2018-12-21,call,222.5,214.9,216.3,50.0,311.0,0.15253533020019533
20170130,SPX181221P02225000,2225.0,2018-12-21,put,0.0,402.8,414.6,0.0,0.0,0.36117620336532585
